City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitud,Max Temperature,Wind Speed
264,Siyabuswa,0,ZA,1580603353,64,-25.11,29.04,21.65,3.54
265,San Cristobal,40,VE,1580603353,65,7.77,-72.22,28.0,2.1
266,Bambanglipuro,100,ID,1580603353,92,-7.95,110.28,23.89,1.57
267,Touros,20,BR,1580603353,83,-5.2,-35.46,27.0,2.1
268,Severobaykalsk,100,RU,1580603354,92,55.65,109.32,-18.16,5.37
269,Hervey Bay,75,AU,1580603354,62,-25.3,152.85,31.11,1.0
270,Pevek,100,RU,1580603354,99,69.7,170.31,-30.14,3.06
271,Chumikan,100,RU,1580603354,99,54.72,135.31,-18.59,0.29
272,Issoire,78,FR,1580603354,66,45.55,3.25,13.0,2.6
273,Veselynove,74,UA,1580603354,90,47.36,31.23,5.46,4.35
274,Monrovia,40,LR,1580603355,94,6.3,-10.8,25.0,3.54
275,Leningradskiy,98,RU,1580603355,95,69.38,178.42,-27.91,2.84
276,Bardiyah,61,LY,1580603355,74,31.76,25.09,14.77,3.13
277,Mercaderes,90,CO,1580603355,93,1.8,-77.17,18.0,1.5
278,Bilibino,45,RU,1580603356,100,68.05,166.44,-38.79,0.77
279,Batagay-Alyta,92,RU,1580603356,98,67.8,130.41,-33.09,0.77
280,Green Valley,1,US,1580603356,15,31.85,-110.99,23.33,4.63
281,Faya,22,SA,1580603356,93,18.39,42.45,10.0,1.34
282,Ilulissat,100,GL,1580603356,84,69.22,-51.1,-17.0,4.1
283,Bebedouro,100,BR,1580603224,97,-20.95,-48.48,21.9,4.94
284,Ostrovnoy,1,RU,1580603357,97,68.05,39.51,-22.67,6.28
285,Anori,98,BR,1580603357,89,-3.77,-61.64,25.54,1.36
286,Japura,91,ID,1580603357,96,-0.32,102.35,23.31,0.62
287,Umm Lajj,0,SA,1580603357,24,25.02,37.27,15.12,2.12
288,Mokhsogollokh,100,RU,1580603357,95,61.47,128.92,-29.48,1.95
289,Kroya,96,ID,1580603357,86,-7.63,109.25,25.12,0.77
290,Yerbogachen,0,RU,1580603358,97,61.28,108.01,-38.13,1.16
291,Launceston,90,AU,1580603358,87,-41.45,147.17,15.0,8.7
292,Bosaso,60,SO,1580603358,74,11.28,49.18,23.72,6.34
293,Belaya Gora,99,RU,1580603358,98,68.53,146.42,-27.74,1.55
294,Dingle,51,PH,1580603358,84,11.0,122.67,22.61,5.35
295,Aleksandrovskoye,75,RU,1580603359,86,44.71,43.0,-3.0,2.0
296,Borogontsy,74,RU,1580603359,98,62.67,131.17,-33.3,2.27
297,Egvekinot,0,RU,1580603359,91,66.32,-179.17,-33.83,4.14
298,Taoudenni,0,ML,1580603359,18,22.68,-3.98,18.06,4.33
299,Avera,1,US,1580603359,93,33.19,-82.53,9.0,2.6
300,Marataizes,44,BR,1580603359,94,-21.04,-40.82,24.54,1.59
301,Porto-Novo,20,BJ,1580603360,94,6.5,2.6,27.0,2.1
302,Evanton,3,GB,1580603360,91,57.66,-4.34,2.0,1.78
303,Diffa,28,NE,1580603360,16,13.32,12.61,16.61,4.68
304,Abnub,0,EG,1580603360,66,27.27,31.15,10.0,3.1
305,Kuliyapitiya,71,LK,1580603360,83,7.47,80.04,24.0,1.0
306,Santa Marta,20,CO,1580603360,66,11.24,-74.2,30.0,6.2
307,Kharhial,26,IN,1580603361,51,20.28,82.77,16.05,1.18
308,Knysna,100,ZA,1580603361,65,-34.04,23.05,25.0,2.6
309,Tazovsky,83,RU,1580603361,94,67.47,78.7,-28.77,7.73
310,Caxito,75,AO,1580603361,88,-8.58,13.66,27.0,2.1
311,Tilichiki,1,RU,1580603361,87,60.47,166.1,-30.52,4.8
312,Salalah,0,OM,1580603197,60,17.02,54.09,21.0,2.6
313,Freeport,90,US,1580603362,93,40.66,-73.58,6.11,1.5
314,Mujiayingzi,100,CN,1580603362,79,42.12,118.78,-11.39,1.82
315,Shingu,20,JP,1580603362,63,33.73,135.98,7.0,1.0
316,Hobyo,97,SO,1580603363,75,5.35,48.53,23.52,6.39
317,Pisco,75,PE,1580603345,88,-13.7,-76.22,23.0,8.7
318,Fort Nelson,75,CA,1580603363,70,58.81,-122.7,-20.0,2.6
319,Kariba,1,ZW,1580603363,90,-16.52,28.8,19.66,1.5
320,Nome,90,US,1580603363,77,64.5,-165.41,-18.0,7.7
321,Sidi Ali,7,DZ,1580603364,85,36.1,0.42,10.57,1.01
322,Praia,0,CV,1580603364,31,14.92,-23.51,23.0,5.1
323,Puerto El Triunfo,20,SV,1580603364,78,13.28,-88.55,31.0,2.6
324,Fomboni,74,KM,1580603364,76,-12.28,43.74,28.61,7.72
325,Bengkulu,100,ID,1580603364,91,-3.8,102.27,23.34,2.15
326,Langsa,69,ID,1580603364,90,4.47,97.97,23.62,0.53
327,Orthez,74,FR,1580603365,93,43.49,-0.77,15.0,2.6
328,Baruun-Urt,98,MN,1580603365,72,46.68,113.28,-24.58,2.75
329,Sedro-Woolley,1,US,1580603365,49,48.5,-122.24,8.33,1.5
330,Atar,0,MR,1580603365,13,20.52,-13.05,19.37,5.33
331,Torbay,40,CA,1580603365,78,47.67,-52.73,-8.89,2.6
332,Nyuksenitsa,92,RU,1580603365,97,60.41,44.24,-11.88,2.72
333,Askino,100,RU,1580603366,96,56.09,56.58,-7.13,2.66
334,Wukari,13,NG,1580603366,18,7.85,9.78,22.3,2.85
335,Nanortalik,11,GL,1580603366,63,60.14,-45.24,-8.71,7.71
336,Kenai,1,US,1580603366,60,60.55,-151.26,-10.56,2.24
337,Koulamoutou,32,GA,1580603366,94,-1.13,12.47,22.41,0.75
338,Valparaiso,7,CL,1580603286,77,-33.04,-71.63,18.0,7.2
339,Vilyuysk,88,RU,1580603367,97,63.76,121.62,-32.89,1.95
340,Safranbolu,96,TR,1580603367,88,41.25,32.69,-0.37,2.48
341,Svetlogorsk,100,BY,1580603367,96,52.63,29.73,5.85,4.86
342,Chik,0,RU,1580603367,75,54.99,82.43,-26.0,2.5
343,Airai,100,TL,1580603367,76,-8.93,125.41,23.57,0.54
344,Dumas,1,US,1580603368,26,35.87,-101.97,21.0,4.6
345,Yulara,24,AU,1580603368,36,-25.24,130.99,25.0,6.7
346,Tehachapi,1,US,1580603196,31,35.13,-118.45,22.22,3.6
347,Jalu,0,LY,1580603368,56,29.03,21.55,13.76,1.95
348,Kawalu,100,ID,1580603368,84,-7.38,108.21,23.28,1.23
349,Chui,0,UY,1580603369,76,-33.7,-53.46,21.03,4.92
350,Emmerich,75,DE,1580603369,70,51.83,6.25,9.44,7.7
351,Santa Maria,7,BR,1580603096,78,-29.68,-53.81,24.0,1.0
352,Kollam,20,IN,1580603370,88,8.88,76.6,26.0,1.5
353,Mount Isa,100,AU,1580603370,70,-20.73,139.5,29.0,3.1
354,Olafsvik,71,IS,1580603370,83,64.89,-23.71,-1.04,4.3
355,Fremont,1,US,1580603102,68,37.55,-121.99,20.56,3.1
356,Juneau,75,US,1580603106,79,58.3,-134.42,-0.56,4.1
357,Manchester,40,GB,1580603273,93,53.48,-2.24,7.78,1.5
358,Riacho de Santana,36,BR,1580603371,61,-13.61,-42.94,28.0,2.1
359,Rorvik,95,NO,1580603371,73,64.86,11.24,6.36,14.62
360,Kununurra,75,AU,1580603372,88,-15.77,128.73,27.0,2.1
361,Kavaratti,56,IN,1580603372,68,10.57,72.64,26.24,2.38
362,Road Town,20,VG,1580603373,78,18.42,-64.62,26.11,4.1
363,Tall Kayf,0,TR,1580603373,86,37.08,41.07,1.0,4.1
364,Hasaki,20,JP,1580603373,48,35.73,140.83,7.22,4.1
365,Xining,99,CN,1580603373,94,36.62,101.77,-10.99,0.91
366,Santa Isabel do Rio Negro,100,BR,1580603374,87,-0.41,-65.02,25.58,1.25
367,Hofn,100,IS,1580603374,89,64.25,-15.21,0.81,7.16
368,Port Lincoln,20,AU,1580603375,53,-34.73,135.87,20.86,6.35
369,Abancay,97,PE,1580603375,97,-13.63,-72.88,10.46,1.79
370,Kruisfontein,100,ZA,1580603375,88,-34.0,24.73,21.46,2.47
371,Comodoro Rivadavia,83,AR,1580603225,48,-45.87,-67.5,18.0,10.8
372,Temiscaming,90,CA,1580603376,92,46.72,-79.1,-1.11,5.7
373,Peruibe,51,BR,1580603248,83,-24.32,-47.0,26.21,4.02
374,Agueda,90,PT,1580603376,99,40.58,-8.44,15.56,1.5
375,Banjar,20,ID,1580603378,83,-8.19,114.97,28.0,0.5
376,North Platte,1,US,1580603378,32,41.12,-100.77,13.0,5.7
377,Batemans Bay,0,AU,1580603378,90,-35.72,150.18,35.56,1.79
378,Kiryat Gat,90,IL,1580603379,100,31.61,34.76,13.0,2.6
379,Santarem,58,BR,1580603110,78,-2.44,-54.71,26.0,2.1
380,Constitucion,44,CL,1580603379,92,-35.33,-72.42,16.22,4.65
381,Vao,100,NC,1580603379,80,-22.67,167.48,26.57,7.32
382,Huilong,84,CN,1580603379,64,31.81,121.66,9.44,1.97
383,San Quintin,0,MX,1580603380,38,30.48,-115.95,19.39,4.74
384,Lufilufi,86,WS,1580603380,94,-13.87,-171.6,25.56,2.24
385,Itanagar,37,IN,1580603380,85,27.1,93.62,10.75,1.41
386,Owando,78,CG,1580603380,79,-0.48,15.9,23.67,1.23
387,Maragogi,94,BR,1580602984,82,-9.01,-35.22,27.63,6.01
388,Sao Gabriel da Cachoeira,100,BR,1580603380,78,-0.13,-67.09,27.2,0.46
389,Marshall,90,US,1580603381,65,34.38,-86.33,9.0,2.6
390,Nantucket,90,US,1580603381,86,41.28,-70.1,4.44,4.1
391,Chimore,61,BO,1580603381,96,-16.98,-65.13,23.62,1.03
392,Mikkeli,100,FI,1580603382,100,61.67,27.25,-1.11,2.68
393,Adrar,0,MR,1580603382,13,20.5,-10.07,18.95,4.58
394,Maningrida,100,AU,1580603382,77,-12.07,134.27,28.55,5.68
395,Dmitriyevka,90,RU,1580603382,92,54.75,55.33,-7.0,3.0
396,Thinadhoo,100,MV,1580603383,71,0.53,72.93,27.93,5.75
397,Ambilobe,96,MG,1580603383,90,-13.2,49.05,23.52,0.45
398,Torit,17,SS,1580603383,23,4.41,32.57,25.86,1.24
399,Diamantino,97,BR,1580603383,87,-14.41,-56.45,24.63,1.33
400,Bundaberg,75,AU,1580603383,62,-24.85,152.35,31.11,1.0
401,San Fernando del Valle de Catamarca,15,AR,1580603383,41,-28.47,-65.79,30.56,4.92
402,Cap Malheureux,75,MU,1580603384,83,-19.98,57.61,26.0,3.1
403,Kamenka,98,RU,1580603384,97,51.32,42.77,0.56,1.79
404,Ciudad Lazaro Cardenas,99,MX,1580603244,67,17.96,-102.2,26.37,1.66
405,Saldanha,43,ZA,1580603384,88,-33.01,17.94,17.0,1.5
406,Mareeba,75,AU,1580603384,70,-17.0,145.43,29.0,4.1
407,Vardo,100,NO,1580603385,92,70.37,31.11,-7.13,10.99
408,Trincomalee,13,LK,1580603385,92,8.57,81.23,21.1,1.16
409,Ocos,40,GT,1580603385,69,14.51,-92.19,29.0,2.1
410,Tessalit,0,ML,1580603385,13,20.2,1.01,18.97,3.83
411,Balkhash,0,KZ,1580603385,78,46.84,74.98,-12.45,4.49
412,Richards Bay,33,ZA,1580603385,83,-28.78,32.04,25.15,7.53
413,Shangrao,69,CN,1580603386,73,28.45,117.97,6.39,2.06
414,Ilinskiy,90,RU,1580603386,100,55.62,38.12,-1.0,2.0
415,Biak,100,ID,1580603386,71,-0.91,122.88,27.97,2.76
416,Plettenberg Bay,100,ZA,1580603386,87,-34.05,23.37,21.54,0.33
417,Cayenne,75,GF,1580603173,83,4.93,-52.33,25.0,0.5
418,Bintulu,75,MY,1580603387,94,3.17,113.03,25.0,1.02
419,Yumen,0,CN,1580603387,56,40.28,97.2,-8.61,4.29
420,Praia,0,CV,1580603387,31,14.92,-23.51,23.0,5.1
421,Zhigansk,50,RU,1580603387,94,66.77,123.37,-35.28,3.84
422,Shache,0,CN,1580603387,65,38.42,77.24,-5.44,0.41
423,Bam,0,IR,1580603387,39,29.11,58.36,11.92,2.57
424,Teuchitlan,90,MX,1580603388,25,20.68,-103.87,19.0,2.6
425,Goure,100,NE,1580603388,17,13.98,10.27,19.44,2.68
426,Port Moresby,75,PG,1580603118,94,-9.44,147.18,26.0,5.1
427,Ofunato,75,JP,1580603388,76,39.07,141.72,2.0,1.5
428,Yar-Sale,100,RU,1580603388,96,66.83,70.83,-18.75,9.04
429,Langnau,40,CH,1580603389,71,46.94,7.79,13.0,3.6
430,Deputatsky,61,RU,1580603389,91,69.3,139.9,-34.23,1.67
431,Yumbe,47,UG,1580603389,68,3.47,31.25,21.23,0.92
432,Petropavlovsk-Kamchatsky,0,RU,1580603389,36,53.05,158.65,-11.0,1.0
433,Buchanan,40,LR,1580603389,94,5.88,-10.05,25.0,1.58
434,Pontecorvo,75,IT,1580603390,93,41.46,13.67,11.67,1.0
435,Morgan City,1,US,1580603236,47,29.7,-91.21,14.0,2.1
436,Magdalena,40,PH,1580603390,69,14.2,121.43,25.0,2.1
437,Arlit,0,NE,1580603390,18,18.74,7.39,17.02,1.28
438,Alyangula,75,AU,1580603390,74,-13.85,136.42,29.0,3.1
439,Snaase,100,NO,1580603391,98,64.25,12.38,-1.43,11.77
440,Moa,41,CU,1580603391,87,20.66,-74.94,21.11,1.52
441,Ormara,1,PK,1580603391,41,25.21,64.64,21.44,1.81
442,Palmer,90,US,1580603376,100,42.16,-72.33,3.0,0.43
443,Pacific Grove,1,US,1580603391,63,36.62,-121.92,22.22,4.6
444,Veraval,0,IN,1580603392,28,20.9,70.37,17.5,6.81
445,Port-Gentil,20,GA,1580603392,100,-0.72,8.78,27.0,5.31
446,Kankan,41,GN,1580603392,14,10.39,-9.31,22.8,1.14
447,Carutapera,62,BR,1580603392,82,-1.2,-46.02,27.4,8.43
448,Benghazi,94,LY,1580603392,74,32.12,20.07,15.15,1.31
449,Maloarkhangelsk,100,RU,1580603393,95,52.4,36.5,-1.33,3.24
450,Porto Murtinho,35,BR,1580603393,73,-21.7,-57.88,26.68,1.25
451,Vanavara,95,RU,1580603393,98,60.34,102.28,-32.78,0.46
452,Vila Velha,33,BR,1580603393,83,-20.33,-40.29,26.11,3.6
453,Pitea,100,SE,1580603393,100,65.32,21.48,0.56,4.6
454,Kashgar,50,CN,1580603393,49,39.45,75.98,-4.0,5.0
455,Changping,90,CN,1580603394,92,40.22,116.22,0.0,2.0
456,Andros Town,75,BS,1580603394,83,24.7,-77.77,25.0,4.1
457,Cassilandia,65,BR,1580603123,85,-19.11,-51.73,23.35,1.13
458,Griffith,90,US,1580603394,80,41.53,-87.42,1.67,4.6
459,Cleveland,90,US,1580603125,98,41.5,-81.7,1.11,2.6
460,Kirkenaer,88,NO,1580603395,69,60.46,12.06,5.0,4.6
461,Raja,28,SS,1580603395,23,8.46,25.68,16.92,2.07
462,Akropong,31,GH,1580603395,83,5.97,-0.09,29.0,3.6
463,Kirkwall,3,GB,1580603395,59,58.98,-2.96,3.0,2.1
464,Laas,40,IT,1580603396,80,46.62,10.7,2.78,3.1
465,Papara,64,BR,1580603396,78,-3.98,-38.73,28.33,2.6
466,Darhan,3,MN,1580603396,93,49.49,105.92,-28.03,2.13
467,Zalesovo,0,RU,1580603396,76,53.99,84.74,-17.54,1.46
468,Kodinsk,0,RU,1580603397,99,58.69,99.18,-34.45,0.51
469,Rhodes,20,GR,1580603397,82,36.44,28.22,13.0,1.0
470,Shiyan,58,CN,1580603397,84,32.65,110.78,4.12,1.64
471,Villefontaine,78,FR,1580603397,93,45.61,5.15,11.0,3.6
472,Priargunsk,0,RU,1580603397,86,50.37,119.1,-27.29,2.41
473,Muravlenko,100,RU,1580603397,96,63.79,74.52,-18.32,8.94
474,Honiara,90,SB,1580603398,94,-9.43,159.95,26.0,1.0
475,Kidal,0,ML,1580603398,16,18.44,1.41,17.86,2.23
476,Mossamedes,77,AO,1580603398,86,-15.2,12.15,24.33,5.2
477,Kalabo,46,ZM,1580603398,92,-14.97,22.68,19.31,2.44
478,Camacha,20,PT,1580603398,93,33.08,-16.33,19.0,3.6
479,Edremit,0,TR,1580603399,93,39.6,27.02,6.0,2.1
480,Ikom,6,NG,1580603399,70,5.97,8.71,21.3,1.49
481,Bensonville,40,LR,1580603399,94,6.45,-10.61,25.0,1.04
482,Mus,32,TR,1580603399,80,39.0,41.75,-16.95,0.45
483,Cabedelo,65,BR,1580603399,94,-6.98,-34.83,26.0,2.1
484,Shieli,100,KZ,1580603400,57,44.17,66.75,3.2,7.36
485,Man,0,CI,1580603400,38,7.41,-7.55,22.86,0.69
486,Puerto Varas,20,CL,1580603400,72,-41.32,-72.99,15.0,2.1
487,Erdenet,0,MN,1580603401,77,49.03,104.08,-27.92,1.27
488,Kargil,0,IN,1580603401,63,34.57,76.1,-25.7,2.34
489,Ust-Maya,100,RU,1580603401,94,60.42,134.53,-26.53,1.97
490,Tomatlan,100,MX,1580603401,66,19.93,-105.25,23.91,1.83
491,Rognac,1,FR,1580603402,100,43.49,5.23,13.89,3.1
492,Kahama,98,TZ,1580603402,94,-3.83,32.6,17.2,0.38
493,Aykhal,98,RU,1580603402,65,66.0,111.5,-37.0,2.0
494,Chardara,97,KZ,1580603402,29,41.25,67.97,7.57,7.46
495,Deulgaon Raja,8,IN,1580603402,67,20.02,76.03,16.0,2.1
496,Kangaatsiaq,100,GL,1580603402,92,68.31,-53.46,-17.47,2.45
497,Clemmons,40,US,1580603238,100,36.02,-80.38,9.0,3.96
498,Tuatapere,100,NZ,1580603403,93,-46.13,167.68,14.44,6.26
499,Inuvik,20,CA,1580603403,67,68.35,-133.72,-30.0,1.0
500,Sept-Iles,90,CA,1580603403,92,50.2,-66.38,-7.0,1.5
501,Samus,93,RU,1580603403,84,56.75,84.7,-15.56,3.0
502,Strai,38,NO,1580603404,64,58.2,7.9,5.0,4.6
503,Vila,90,PT,1580603404,100,42.03,-8.16,16.11,4.6
504,Aktas,2,KZ,1580603404,61,49.78,72.96,-9.0,3.0
505,Derzhavinsk,16,KZ,1580603405,75,51.1,66.32,-12.44,1.93
506,Resistencia,0,AR,1580603405,65,-27.46,-58.98,28.33,2.6
507,Kokstad,95,ZA,1580603405,80,-30.55,29.42,15.01,1.4
508,Bathsheba,40,BB,1580603405,78,13.22,-59.52,26.0,8.7
509,Tevaitoa,99,PF,1580603406,79,-16.78,-151.5,27.74,10.62
510,The Valley,20,AI,1580603181,78,18.22,-63.06,26.0,3.1
511,Tommot,100,RU,1580603406,98,58.96,126.29,-25.14,1.36
512,Daud Khel,0,PK,1580603406,53,32.88,71.57,8.28,0.73
513,Villamontes,82,BO,1580603407,50,-21.25,-63.5,25.95,1.75
514,Bara,15,NG,1580603407,20,10.37,10.73,16.27,3.31
515,Skelleftea,100,SE,1580603407,99,64.75,20.95,0.56,1.0
516,Auki,100,SB,1580603407,76,-8.77,160.7,29.25,6.91
517,Newport,99,GB,1580603200,87,51.59,-3.0,7.78,4.1
518,Guatajiagua,5,SV,1580603408,34,13.67,-88.2,30.75,1.24
519,Klaksvik,99,FO,1580603408,80,62.23,-6.59,1.0,2.6
520,Hay River,90,CA,1580603408,83,60.82,-115.8,-21.0,3.1
521,Qinzhou,95,CN,1580603408,92,21.95,108.62,17.55,3.88
522,Pombas,0,CV,1580603408,56,17.15,-25.02,23.0,4.6
523,Kuching,75,MY,1580603409,100,1.55,110.33,25.0,1.41
524,Wanlaweyn,100,SO,1580603409,80,2.62,44.89,23.4,4.14
525,Kyabe,13,TD,1580603409,16,9.45,18.94,20.55,2.5
526,Northam,86,GB,1580603409,92,51.03,-4.22,9.44,2.24
527,Tautira,75,PF,1580603409,70,-17.73,-149.15,29.0,6.2
528,Coupar Angus,0,GB,1580603410,88,56.55,-3.27,4.44,2.6
529,Shumskiy,68,RU,1580603410,92,54.83,99.13,-26.02,0.39
530,Ugoofaaru,1,MV,1580603271,75,5.67,73.0,27.08,7.17
